roi_id,wafer,z_star,Direct_error,Predictive entropy,Inverse margin,Direct-U head,DINOv2 anomaly,Conventional KD,Privileged student,Multimodal teacher
B_2_006,B,2,0,2.950638718291423,2.1312202925136976,2.522779143879724,-0.7363912183446604,3.56592941876928,4.3435975660244415,4.327653924876502
B_2_007,B,2,0,2.578250334659991,0.4645586992777915,2.226891905351828,3.2004660599691297,4.385857288394005,4.274825226294143,4.222347210510688
B_2_008,B,2,0,1.395535758308448,1.17811313947105,1.947107674390365,1.297847995824982,1.986596205485526,4.080143693755798,4.760683670863569
B_2_009,B,2,1,0.8725390999919183,5.043844058902696,3.101025131425708,1.0895891600843346,5.371405598419518,8.157154859794895,9.185287434975267
B_2_010,B,2,0,3.2869124146691275,0.0846010577644711,3.119625913811113,0.4024515991551045,3.022991039916901,3.1391817995352627,4.489738081590924
B_2_011,B,2,0,3.308058917776095,2.0264655940599337,2.2606048148149984,-0.7235527863572089,3.110675840349825,4.871028104616284,4.232652987189604
B_2_012,B,2,0,1.9241145010958247,2.6069685006428265,2.649998233423395,1.1262521602157625,3.2146503478242896,3.5937771420999,4.835214865840504
B_2_013,B,2,1,3.277354802004397,2.932243315819598,2.225686817713818,0.5415034099287621,4.845788142883835,6.846219771568221,8.562742749691246
B_2_014,B,2,0,3.0768038173567565,1.5459081293218,0.7884504207134229,2.256664532036804,4.686480521555304,3.8295863578165728,5.277322545618142
B_2_015,B,2,0,3.1389805658312278,2.3217057953593727,1.199045651286867,-0.2186515824396331,1.6676968703282984,3.8145874989044986,4.2763990082151135
B_2_016,B,2,0,3.251729341558089,2.3840880847318378,2.9657660053997974,3.418119987048616,3.294641176784962,4.535012613469872,4.107540008339914
B_2_017,B,2,1,2.0304779366735843,3.2427964376977028,2.997003015240709,1.747956729770352,3.957064833753629,7.513684708885039,9.244341737920958
B_2_018,B,2,0,3.993716228330897,0.4216707445510186,3.7902136720380737,1.326658579107995,4.264015791032148,4.440911535819599,4.712973544604248
B_2_019,B,2,0,0.5417586771428646,2.2396997195023016,2.2560984289740484,0.7521678712285663,2.918266123969272,3.8298254891581127,3.6320749935930894
B_2_020,B,2,1,3.677153846242061,2.447885128544392,3.414773737877777,0.4574980873854755,5.021268354759879,9.22457545514476,9.236758806461868
B_2_021,B,2,0,2.7174150987884484,1.8014656167577328,3.5230169305570387,0.1905676148481292,2.868474933064566,4.421184703169779,3.7188098125570166
B_2_022,B,2,0,3.1920238919056283,2.623914423717556,3.194450164764857,0.9407309382841,3.810213542451619,5.207612030018938,4.05196829040393
B_2_023,B,2,1,4.948760383870921,4.005940501672457,1.9414530532969407,1.4239136459538624,5.445284082715297,7.50043572368388,9.352591468464738
B_2_024,B,2,1,4.455556841723311,4.280114435985572,2.3654341722404584,1.2052921582587068,4.266202955562897,8.387405981565713,8.668914971690691
B_2_025,B,2,0,0.6685288660133439,1.8714135499552151,2.3297727397023555,-0.1328153226898878,3.3123032296368424,3.8147230108844337,4.662380553773403
B_2_026,B,2,0,-0.0108394753348211,3.346791200868072,1.2141313097030435,1.2708912693192769,1.999046979467692,4.437454878246884,4.154836358804134
B_2_027,B,2,0,3.121111323817246,3.6182521636212623,2.6742885151043256,0.5051978645607911,3.5029428363817554,4.570391133210718,5.297164332720861
B_2_028,B,2,0,0.8312344801550964,3.5858608485792174,3.223988499642194,1.8346347869393065,3.997391855680946,3.4930157143073184,4.455997020318988
B_2_029,B,2,0,2.0844932641906087,3.8542927314981466,1.7191450937950508,3.9708876354974274,2.8080513097901467,3.74566958999586,3.99937977420271
B_2_030,B,2,1,3.649659346256493,3.165030260107753,4.522554216602585,2.1672721502868098,5.474295872119143,7.287297213798114,8.333412050020176
B_2_031,B,2,1,0.5452533110180173,3.167161489173074,2.2592760509945964,1.0586000764723036,2.8876862031774664,7.406532052679863,8.774737001975428
B_2_032,B,2,1,-0.0374755678868483,4.214810697394552,2.3470420242640286,-0.5840892087821477,3.0703943871341304,7.7792769183117505,9.222967169527749
B_2_033,B,2,0,2.424123775421534,0.9590860411743928,1.9617211548018048,-0.1305322417308263,2.0957402560881704,3.823395264074609,4.513767789171068
B_2_034,B,2,1,2.655482362016621,3.560387065828108,1.841723947086648,-0.677431024451912,4.199870700076585,7.349714155035687,9.513092544264122
B_2_035,B,2,1,2.2927461607725967,2.7871155421970446,2.96785815949071,2.345865547201957,4.642635701313151,8.154486211507718,9.192793410980023
B_2_036,B,2,0,2.148168454712773,1.9897774258252672,2.2200258805956263,0.6476751709044857,3.140988850011147,4.423466374638091,4.386055386915702
B_2_037,B,2,0,1.0243554907909005,0.5548648636055262,3.861371856689304,1.695160391703377,3.176791979913548,3.551214880492962,4.544639503859099
B_2_038,B,2,0,0.2081319909098664,1.4519967107275225,2.807309929571478,0.8466187354637836,3.863312545211816,3.962420929667137,4.380132787705318
B_2_039,B,2,1,2.391681436399598,3.3178775665655924,3.087689489697254,1.5427880623330117,4.206282903029714,8.065686739645969,9.1953547579993
B_2_040,B,2,1,1.3853641361882605,4.27763861733805,2.328462153930542,3.19162198269134,3.555011919027603,7.993962617743245,9.475058168123024
B_2_041,B,2,1,0.5456483469861166,4.389220701247176,1.135767285505621,0.5932031495907268,3.591552103817323,7.803750936740403,9.52921603425664
B_2_042,B,2,0,2.732101339241596,2.3064779430391056,2.110496601332049,1.20544730953445,5.059048235021978,4.679235354021468,4.233638908609358
B_2_043,B,2,0,2.02325171447228,2.1782718901629607,1.3497080586028196,0.5961194413439419,1.2087998352473108,4.573272398313778,3.531463895850003
B_2_044,B,2,0,2.608160670791017,1.508945127958505,3.15184326791519,2.7055351780504893,3.074753795056977,4.526715419488231,4.008609764179963
B_2_045,B,2,0,0.8633813232175789,2.8089718445177034,2.1695571127886004,0.3408485579927178,4.485210979801718,4.130615055229428,4.557651771373865
B_2_046,B,2,0,1.2774265102041775,2.1345166283225523,3.865742853067002,0.2227180020747288,3.688754895186845,5.299662143060747,3.3985181274184124
B_2_047,B,2,0,0.851196215974793,3.01647237442894,2.9353103108581458,-0.1239914903195591,2.516051658568309,5.048993698035131,4.148172377003273
B_2_048,B,2,1,1.49169766617744,5.18114437359664,3.3855359556481024,-0.3268454342090487,4.619350998321741,7.881872759444136,9.291490337865897
B_2_049,B,2,0,2.3442598971867525,2.3496523403807514,2.430657147444211,2.205910014350529,3.968915157422683,4.148601806654512,4.144922452824889
B_2_050,B,2,1,1.6212817295813178,1.7731092878459689,2.75867233441265,4.6520692466514015,5.65825240909655,8.707950878543656,8.623845590733191
B_2_051,B,2,0,2.5450828610253438,1.4811719801454948,2.853272867195309,0.3759094951428683,2.475819745596389,3.821536099934927,5.2031044726318605
B_2_052,B,2,1,3.0246949067727704,1.810089728528256,3.4726688169138207,2.621721362996285,5.2609676122720215,8.275161264769169,9.703728220371584
B_2_053,B,2,1,5.131451233600128,2.081912544660705,1.8394297377061428,1.7416392391833282,4.820136365360986,8.07846998215815,8.939175125084294
B_2_054,B,2,0,0.3590136926664882,3.761355001444554,2.6922806773086463,0.2541132757546513,4.202027058935412,3.92114723069111,5.07177985300874
B_2_055,B,2,0,3.209877972293807,2.6330289478775484,4.821087223246067,1.294198353958547,4.461998666635098,4.194840121238835,5.107133561059257
B_2_056,B,2,0,1.9881400476394773,0.7849751211711145,2.110309973104546,1.3211707040628398,2.93282345488567,3.399806475330374,3.861506281953952
B_2_057,B,2,1,2.5824628373362537,4.033984367847514,2.2944565843958853,0.5819638225022028,3.4085285755924373,7.862625471852725,10.357527799246007
B_2_058,B,2,1,0.7876702226167362,4.671658327026077,1.857530066597396,3.859788010627191,4.979519877796871,7.141721471788356,8.736073887268704
B_2_059,B,2,0,1.5247577340941822,2.0111243587833387,0.7514357755568,-0.7546654238894543,4.766098798079426,5.395895252154656,4.337136288055858
B_2_060,B,2,1,3.5289965793049425,2.628771964346057,3.738886427141144,1.90342025111342,5.186994174264923,8.804737179565803,8.55760394748858
B_2_061,B,2,1,2.4969020349783686,2.986897943822507,2.610965418302617,1.8466946846555543,4.810216573597366,8.689318280318869,9.113697269880513
B_2_062,B,2,1,2.7013179630140822,3.640710065031259,2.8496276006415813,0.7092262107599133,6.658381621308939,8.23242785882075,8.494874287788697
B_2_063,B,2,1,2.2366041492493234,4.010466892800795,4.39483426988438,1.6138750517824396,3.719970940529828,8.550189778566793,9.045992899069628
B_2_064,B,2,1,4.043212183732859,4.591327679942244,5.059189243516824,2.5470062108698786,5.417541659757553,8.79037895148827,9.662599111263567
B_2_065,B,2,0,2.073159291195632,3.649058902073522,1.3114540807997832,1.7928324910289883,2.7189551317296257,4.645713719830411,4.406878740301611
B_2_066,B,2,0,-0.6505195906025776,3.638610612697155,3.254558510942217,2.159529797293505,3.317935471291833,4.758580245935067,4.389414055899982
B_2_067,B,2,1,1.734909311906887,4.7743226621730885,3.173845435438,2.304750234198189,4.7034177014567335,7.646472088066289,9.807745461897932
B_2_068,B,2,1,0.1390042411496965,4.036530122476927,2.9495923653149747,-1.1059241016475714,5.905732913524727,8.29662284938173,8.684083534796342
B_2_069,B,2,1,-1.464298019370673,1.7415296684079935,3.0299787267478013,3.2959358627527093,3.850314677212452,7.877047268640248,9.59891865455934
B_2_070,B,2,0,1.43735581278461,2.2537681908502845,2.178462149683672,4.48044122631382,2.8102979746047705,3.684578221769645,4.342375751369519
B_1_000,B,1,0,1.6669498126284046,0.3512212233414541,2.541283137147124,1.3692031873191892,-1.2175904787499463,-0.3730808857663992,0.3588086732030703
B_1_001,B,1,0,0.0588998826632411,-0.3759793768950912,1.566648377719444,1.4196871936376805,0.5693320946109992,0.4536347610670055,0.3273028508826556
B_1_002,B,1,0,-1.4656821342562243,0.9714040965769832,1.2970297802799975,-1.6311483237860165,-0.2811762426676323,0.6606073450873791,0.2415746618853114
B_1_003,B,1,0,-1.175874835253028,-0.3660278389011241,2.1994242061952614,-0.0236417968545377,0.45745931383807,-0.5714046138771746,0.1335699676849947
B_1_004,B,1,0,1.4132665378125109,-0.941069139035809,1.8490790312951049,-0.8531242809486994,-0.7384149478170714,1.1540267313544932,0.011821750720722
B_1_005,B,1,0,0.1970332792480809,1.5232046572136713,1.4127932596567931,-0.6206114098197991,-0.2287132459098864,0.7972777893365074,-0.1593690685779242
B_1_006,B,1,0,0.0599990519525712,0.716984483272609,1.2795550806867522,1.3441560521600913,1.0038095286393816,-0.028858657076958,0.4156954983038792
B_1_007,B,1,0,-0.0668272360475714,0.2447966723403149,2.708453885574324,-0.875715336190631,-0.0398505362628536,-0.0981539596051005,0.134070154825761
B_1_008,B,1,0,0.0480003269441831,0.9894925762258144,1.462302584307932,-0.029730555483069,0.6475853783114944,0.1135302009566004,-0.3204128624311307
B_1_009,B,1,0,1.006757058679748,1.134078543917165,0.8629767676564347,-2.248890716497104,0.5727479444588555,0.6582860390405327,-0.0931181488921005
B_1_010,B,1,1,1.1907091216950945,1.3393935718656846,0.4456514468068924,-0.2354280616932554,1.2250270991666443,3.8919671599826393,4.653989586213708
B_1_011,B,1,0,0.2696308750306182,-2.5522132776350746,0.6087959964160294,0.2691833742649162,-1.1624591944083786,-0.2966051458664718,0.3078858531426376
B_1_012,B,1,0,-1.3035854469875132,-0.7007287766461492,-0.0969008309410244,-0.7637074670634958,0.922150623393854,0.2509382300609439,0.1959390234171493
B_1_013,B,1,1,1.1388859561371587,0.5019234355446762,1.4104578090496804,-0.9371954560933972,1.6704273528755682,3.0506054124997504,5.00586576977564
B_1_014,B,1,0,-0.8553088474906176,-1.0027030653539686,1.2098368022704398,2.5194443565091085,1.0086195743934696,0.3478210591791936,0.0635472212397663
B_1_015,B,1,0,1.3673070948755983,0.2294279901718414,-1.0979142419448975,-1.3705469882701502,-1.577518431807003,0.7677507668958886,0.2565464484652645
B_1_016,B,1,0,-1.588813527155159,1.2814942297187346,0.9711163200248188,-1.1539073231758317,-1.23768995606587,0.4206547646240279,-0.2700700975601801
B_1_017,B,1,0,-0.1720262203444856,-0.4941267847491336,1.6019094871803026,-0.8812149346904163,-1.711222041544898,0.5259749576517189,-1.1133810878833004
B_1_018,B,1,0,-0.0091978578640886,-1.181235694287151,1.119287778802643,1.619200996003155,-0.6539575764228927,0.3403839759942828,0.1075883673870973
B_1_019,B,1,0,-1.6558069383051708,2.1475913320576083,-0.0019476878105982,2.7632376159803345,1.0082765391094113,0.5277107941192481,-0.5261861388810218
B_1_020,B,1,0,2.1524645548205985,-0.4477062850394162,2.221425308986025,0.5678262174085168,0.6363059935459517,0.3095793064301769,-0.1188376885331254
B_1_021,B,1,0,1.8255084590744404,-1.2798044876065011,0.2562624961527179,-0.7670301532408096,0.0802038690392203,-0.281285955160973,-0.3622778579358746
B_1_022,B,1,0,-0.5794797020113539,0.2633032958829597,-0.2757482498097747,-0.4071810838580253,0.2165229861108381,0.0115079381340311,0.4509955868838485
B_1_023,B,1,1,1.464651456955654,1.4200346840796914,0.221826567732696,1.2771513436760804,2.138941874379437,3.970980850394201,4.325830605926228
B_1_024,B,1,0,0.4733450870877648,-0.7336459953220902,0.938011388261922,-1.0255216509558114,-0.1802014244345668,0.6893400517763691,0.2132088011321334
B_1_025,B,1,0,-3.2669493291815725,0.8515809384045803,1.9353848865907752,1.9593926542016464,0.473077348100955,1.007513598483084,0.0330275191570208
B_1_026,B,1,0,0.3129975203469881,-0.4916709929398547,2.117977617468957,1.9107515647923763,0.2490190557823106,0.3904357107149462,-0.3213110710529722
B_1_027,B,1,1,0.4233199002084393,-0.0040274794644878,1.512064963484101,0.0179019823162362,-0.3987023185238358,3.5592621417985284,4.071499758791119
B_1_028,B,1,0,0.1040216918431629,0.2049400551469867,-0.2414032147534568,0.942501748028402,-0.2074259254319503,-0.2080642628076424,0.4130518589760322
B_1_029,B,1,0,-1.3460936497839728,0.8237455458965656,0.2953165446376328,1.066058674620061,1.2626953209102936,0.0361910730022893,0.3457445837635591
B_1_030,B,1,0,-0.3366838077755061,-0.6407186745779655,0.0542281449812587,2.0924134275523985,-0.1871799530041018,0.917827269002598,0.6339966648084951
B_1_031,B,1,0,-0.2228234542278714,0.3750037781098166,0.7734688270855017,-1.1586207972476186,0.0397618157834544,0.4179093642724374,1.1425550607110972
B_1_032,B,1,0,1.4851177715153985,-0.0768748164535458,-0.8223733540354172,1.6190886229891803,-0.3806706106959874,0.163956097733799,0.3682400523600001
B_1_033,B,1,0,0.4180338254887679,2.973417122984056,1.062750078872317,-0.3535114205261076,-0.3308901691095056,-0.3126501319949973,0.2231731742347742
B_1_034,B,1,1,0.4930562122466703,0.2112150666584499,1.946544399286891,-1.049295765710027,2.376221288835646,4.28801409194005,4.612462279786375
B_1_035,B,1,1,2.411212497388675,2.423254095221611,1.152333312307389,0.0680883691371929,1.2516225748659124,4.123550985721786,4.87648107471121
B_1_036,B,1,0,-0.694059912204559,-0.0481476266307905,1.4113926263860712,-0.1542984057733164,-0.7913928168342919,0.0359548901135107,-0.0727264046041673
B_1_037,B,1,0,-0.4867878810942309,-0.1078148347956712,0.0125528321459486,-1.0837956848530632,-2.4935177600563683,0.2792792798044789,-0.1148026056830303
B_1_038,B,1,0,-2.2709437641738246,0.7655233229455505,-0.5036594105654513,-1.8811131235042209,-0.405698110201224,0.91323259749644,0.9916993284206872
B_1_039,B,1,0,1.9613823078545156,0.963975363927761,0.3139837194327285,-1.0270480842568832,-1.5206532103146135,0.1473785900797013,-0.5510742648140428
B_1_040,B,1,1,1.7054154602430356,2.29443085961282,2.4580586525891244,1.74357540530196,-0.0939293230570896,4.770809331647276,4.877107422733614
B_1_041,B,1,0,1.1460600556396343,0.3595224418072834,1.9809046436889817,2.5820881191396587,0.7836538447940405,0.7510855776155413,0.3657705003165489
B_1_042,B,1,1,1.3361230580586718,0.3387595924614579,0.8440381594804112,0.7509971609447053,2.0790774377086985,3.998752843752628,4.885910434296707
B_1_043,B,1,0,0.137685734579565,-0.547102431013476,2.1546270775658813,1.6172587878990834,-1.509926850819835,0.598770720687218,-0.2341145155957442
B_1_044,B,1,0,0.2693611739779111,0.5567984712835108,0.6259147097138065,-0.5027159652760225,0.8604080340643896,0.1330740937648541,0.1585644343656116
B_1_045,B,1,0,-0.3150082378341348,0.6341123354429503,2.4626708868406118,0.0518953487574289,0.5371245891857812,-0.1966809857990203,0.0642857699123886
B_1_046,B,1,0,-0.2545005321536828,1.488898283262386,1.4333586921576915,0.4953455064121263,-0.5322542444102656,0.0545522101629828,-0.2476178340461637
B_1_047,B,1,1,0.5678795146421178,1.4034164148013888,0.8487429639586475,-1.4234831079087966,2.080481526402897,3.472961961362273,4.738813974426775
B_1_048,B,1,0,1.8897868894547212,1.142016315393785,1.7459422524891433,-1.079750934829114,-1.2172877174016106,0.5152810936626415,0.1382828590707072
B_1_049,B,1,0,0.6946098772600983,1.6055045620934565,0.1759173127541211,0.2472615845220906,-0.922185387646052,0.1234187886581952,-0.1026663838084668
B_1_050,B,1,0,-0.0730751571985768,0.1892980372978913,0.0147500745803192,-0.2678649775542271,-1.108705480641889,0.4302322575540633,0.4896184249435359
B_1_051,B,1,1,-0.2242400630542451,-0.5978660180999843,-0.150555518529424,-1.4055048422835537,0.5031040993810677,4.321077659004347,4.257972380516081
B_1_052,B,1,0,-0.7937481092645744,-1.2233679743582613,1.2085847091414983,0.612911094525881,0.8563773505514038,-1.4262657037846225,0.3640851011215644
B_1_053,B,1,0,2.003381263965612,-1.4986964620195231,0.8968409542263196,-0.2071060264343786,-1.039598563085406,0.2547182226476158,-0.1518413455800941
B_1_054,B,1,1,1.1333591302838797,2.6487177950457443,1.2228867392526273,1.2317882285363202,0.5315881647101399,3.1470924234796733,5.096677512343138
B_1_055,B,1,1,0.5844381978883183,0.0732663883439405,0.8901478690306264,-0.0803855514436132,0.643238143150585,4.000724303788269,4.775817562541281
B_1_056,B,1,1,0.0672726973090965,2.252883286699402,2.737884679082221,-0.4564837878664968,1.6039427412315164,3.4463521639519388,4.813002965528739
B_1_057,B,1,0,-1.3863167646256596,0.641819480500243,0.5263940445733948,0.3131934275674942,-0.1315362361624221,0.2933276376909869,-0.1453949389174828
B_1_058,B,1,0,-0.08357694683737,1.811151036770963,0.2265875592125781,-0.0947424103186938,0.8234623601064909,0.7737924462738842,-0.2372612162964074
B_1_059,B,1,0,1.0920725430877511,1.068121476929579,2.196112312735478,-0.7053116266795637,-0.4951645463173775,-0.7200426484608621,-0.2217451545319155
B_1_060,B,1,0,-0.4906715585468625,-0.0952133484396778,2.371283766969503,-0.3778942555171004,-0.9969118409455776,0.2058072962391967,0.2124126802886976
B_1_061,B,1,0,-0.2840532287507001,-0.1873478054105289,1.2888587831800316,1.0821421374891385,-0.2877850310931594,0.1649446606363619,0.5842535357098966
B_1_062,B,1,1,0.223707060701277,1.059645904807457,-0.4400278001387894,0.7485854937267207,1.5105062866541326,3.0358691854136666,5.306121547803005
B_1_063,B,1,1,0.6369929599977109,1.1631365588104208,0.7002890097511228,1.566009880338356,0.7224583973390375,4.386003623217926,4.69351987788351
B_1_064,B,1,0,-1.9912635984320115,-0.5448548908079485,1.5629031492190553,-1.991390501356337,0.332596425086308,0.1289444859366633,0.1729275916863449
B_1_065,B,1,0,-0.2942479399563638,-0.0196795135381726,0.9677235092047678,-0.3622029507943098,1.6479674447667945,-0.1231473988065158,-0.5687318772794442
B_1_066,B,1,0,-1.0679943976925892,1.7045111448967114,2.504075578122221,-0.3887690217231323,-0.3910914292635763,-0.228364490792981,-0.8370064407564641
B_1_067,B,1,0,1.1057312907032566,-1.783897959398688,-0.4169145292910932,0.3214101743212358,0.0942358471385088,1.636401626513865,-0.3551599366233955
B_1_068,B,1,1,-0.4632483457060747,1.23343732661049,1.9783809753277637,-0.6411470121602676,2.589907300426288,3.711288842592568,4.429985519750056
B_1_069,B,1,0,0.7213084341258693,-0.9405296575576588,0.3229667403241143,-0.517937182133285,-0.4620502091673422,-0.7942244082981974,-0.5716436730922541
B_1_070,B,1,0,1.90554681590845,0.2138149153249146,2.273041418271048,1.1135706110805788,-0.6096458325447406,-0.3086153835165549,-0.6109186885965997
B_1_071,B,1,0,-0.3919953266020318,0.8962866838839783,0.8748830372552518,0.3514856340008552,-0.8319835343742384,-0.053363715320709,0.3943063129168855
B_1_072,B,1,0,-0.7519703151543327,-0.0430647111007855,1.9806457997272549,-1.3231030713399523,0.447195455703768,-0.0353648530589726,-0.1736279011937805
B_1_073,B,1,1,0.7392903239076161,1.7736610459481077,0.6524709139163555,1.5921824616584648,1.873787709356049,3.868796481272561,3.972591390286556
B_1_074,B,1,1,0.4974637154887142,-0.6891696240582988,-0.1094988115389525,1.2062635576759595,1.3819416943739429,3.5479643844709527,5.96898215811476
B_1_075,B,1,0,-1.2420204341746393,1.1885034959786165,-0.1603830859646842,-0.5651197031844946,0.1772565021565718,0.5062546644104509,0.3593404677949493
B_1_076,B,1,0,0.5761492696417244,-0.6191039409107162,0.343300957894274,1.167464047013787,1.175260417484084,-0.1142518206283017,0.0071072340368178
B_1_077,B,1,0,2.51939506684426,0.662864843926211,-0.0748136400360917,-0.8002813086528584,0.8095469348977186,-0.5963352646276923,0.4003205985569576
B_1_078,B,1,0,-0.3226399940821553,0.2034534443573984,2.15046133495218,1.53088890024391,-1.1096652163201115,-0.3008466135934221,-0.2173333722205505
B_1_079,B,1,0,-0.253595245080829,-2.692487465350103,2.2889104562017906,-0.1275834046504465,0.1143391707780755,0.0088420853635415,0.951126868375659
B_1_080,B,1,0,-1.3061650294613572,-0.7725612051611104,1.223046479256093,-0.8609407495130912,0.2067690875596234,0.6160670155088637,-0.4642783126535839
B_1_081,B,1,0,0.3988605646081845,0.2609454472262498,-0.0841950851642274,-0.3075571729827577,0.7609068216354461,0.5069671015128775,-0.2712778922201974
B_1_082,B,1,1,-1.0587202808845353,2.603115076144975,1.181629246836726,-1.014407582109781,1.276270166066181,3.823953513525472,4.765519726820704
B_1_083,B,1,1,-0.8836637804393546,1.271964573281142,0.6140245889921796,0.1808403244887063,0.9123409778800504,3.992844334785766,4.471166978962869
B_1_084,B,1,0,1.599584089804737,0.2884827859925954,2.4040744618242487,0.3546857666389773,-0.2889578152310372,0.26869362992635,0.8203248785861842
B_1_085,B,1,0,-1.1318163242433052,-1.4695761103272775,1.2659435147081928,0.1722380741648836,-1.4283021532247384,1.14304231747343,-0.5780484074019667
B_1_086,B,1,1,1.8516969616641727,2.472923830213668,1.7894365401396848,-0.7553297093490846,1.4365482777131369,3.673166253140692,4.484031174875346
B_1_087,B,1,1,2.405447504728509,2.8594556250548075,0.9003168812768506,-4.652302702543919,0.9176763935747332,4.141757510460568,4.828259381298432
B_1_088,B,1,0,0.3241580718459285,0.041662924597779,-1.061321605418308,0.2393627777886288,0.4692203075900911,0.4681161268494169,0.3693907270277785
B_1_089,B,1,0,0.6917392535635294,-0.2206264470411587,0.178865650233461,-2.2500560652412287,-0.8064898883888886,-0.3854611096462663,0.5493039546436318
B_1_090,B,1,1,2.940313679608473,-0.7379774214928566,0.1833678212058147,0.229284999675828,1.0521583095689946,4.00283431824186,4.874257350823084
B_1_091,B,1,0,-0.2459105025821458,0.9457252240384464,1.320254803468075,1.5499683989210646,-0.7349007975874019,0.2458595073350419,1.1768229507998913
B_1_092,B,1,1,-0.2412572461770195,3.797841694950103,1.396540275782045,0.2632538541770262,0.5089006971540321,3.6591341257038095,4.489414426766415
B_1_093,B,1,1,-1.1915388309786772,1.7239424128177132,0.4983727018924301,-0.544848375104844,2.05111113580053,4.272554407832833,4.896218053723758
B_1_094,B,1,0,0.0521338504329329,1.3414688929907723,0.5613911024896863,-0.0956866069615267,-0.3151587440247085,0.6454680713471972,0.5309787218256993
B_0_000,B,0,0,1.8489302636478837,0.578658716719643,1.5664767521889955,-0.1473941669898017,0.3865001462940977,0.650317598372719,-0.0515940054664032
B_0_001,B,0,0,1.1994942267510815,-1.0255081650365618,-0.959343059361819,-0.6690350007517191,-0.9458862259227888,-0.0170804852713358,-0.0494479796662828
B_0_002,B,0,0,-1.1776140517724467,1.4116470007592,-0.9179542036291248,-0.7134553905720649,0.0848485198375386,0.1682052074994393,-0.1333836389847532
B_0_003,B,0,0,-1.069219229790745,-1.288691280250801,-0.2283422858871119,-1.1396452273673374,-1.4360823469334945,1.2438415419576243,-0.2201548557890312
B_0_004,B,0,0,-0.6302140366762045,-0.2182082076620901,-0.6991369291289403,1.4911826948978997,-0.4260761442527159,-0.5249096138797662,-0.4888998826956549
B_0_005,B,0,0,0.3653351031191771,0.3023397251454572,-0.4287473564158551,-0.00035080569954,-0.4212412631425054,0.1968433160692531,-0.159611717250368
B_0_006,B,0,0,-0.2566392838796047,0.9338595162067952,0.5314487039641497,1.208947989399807,0.489572772028009,0.5062263358816282,-0.6360540363551672
B_0_007,B,0,0,0.2680674318038516,0.4417674458764683,1.7322241448990523,-0.3025988088332303,0.1394151650250277,0.1199029272597606,0.2086286685248877
B_0_008,B,0,0,0.3709242225568091,0.4174648949537794,-1.7794939072860558,0.1127870257379165,-0.137613701706645,0.4295833689783154,-0.6068188864897435
B_0_009,B,0,0,-0.3734669833480594,-0.7907019334371609,-0.0182443509261221,-0.1952572312783116,0.7127311756766818,0.166087040673311,1.00611804216826
B_0_010,B,0,0,-0.0502174270036796,-1.348909292773523,0.0414385229653923,0.5884064525539412,0.1472088626140381,0.4212044199754521,0.7989535715083355
B_0_011,B,0,0,0.2582404715200427,0.0705928141270754,-0.0839321075725026,1.0453707909269272,0.445682172423434,0.6956245579212577,0.5440407219132981
B_0_012,B,0,0,-0.10496212941647,-0.7370791834253613,-0.1871109551740334,0.3168814419802501,0.6499281736880378,-0.0330766659330599,-0.018129738215967
B_0_013,B,0,0,0.6294010812425634,-1.3673055743037217,-0.3403704559051256,-0.8305315362895737,-0.0690832397214842,0.1515773525090344,-0.2172601394559778
B_0_014,B,0,0,2.338594716660006,-1.3252426698362685,1.0041928164198894,-0.96694003320557,-0.2698508229141486,0.008398577816841,0.5740935761179313
B_0_015,B,0,0,0.7399653559635382,-0.5086382103486052,-0.4651376280223474,2.085956547442304,0.2650410155662039,-0.1478438324756277,0.127989367057699
B_0_016,B,0,0,0.0697631830106898,-1.9373179969487837,-0.1273159323240735,-0.3342674819665156,-0.3596229074139482,0.0611916338964853,0.3182798310656251
B_0_017,B,0,0,-2.1076482792023934,-1.4065641567564835,-0.0001136659311294,-0.3473217253608153,0.3249873651723693,-0.4913212309477558,-0.2513752899514051
B_0_018,B,0,0,0.4849463575190021,-1.7076874445717545,0.1074955807218752,1.8496719217736115,0.9401607041677827,0.4551161838573366,0.559433663473147
B_0_019,B,0,0,-2.433348014709009,0.1974105494214499,-0.1708637767529219,1.3719026681615307,0.711902764028826,0.9055678650294844,-0.3122585118868783
B_0_020,B,0,0,-1.7612926076951525,0.4365241791826826,0.999245916099387,0.6835788987892489,-0.3293583181798237,0.9255223401858622,0.117103393188807
B_0_021,B,0,0,1.0682990655859563,2.111745462841881,-0.0086787970268181,-0.4907507662682732,-1.1121921889461537,0.6761541195893181,-0.7496721082941873
B_0_022,B,0,0,0.8827938251708303,-1.5629732778438696,0.1740608852693693,2.960363012705524,-0.048072092685274,-0.3971654226028948,-0.2107918473465591
B_0_023,B,0,0,-0.1874237479361059,-0.7109864668927711,-0.0514531534423345,0.4963979144372053,-0.1348951522289674,0.7831984368706283,0.2320943967450006
B_0_024,B,0,0,-2.137513882690269,0.9673338631104073,-1.0030244214369366,0.7019156569406134,0.9363254772757764,-0.2758781640006379,-0.1231555192485186
B_0_025,B,0,0,-0.4641856461135628,-0.2162023512040423,-0.8299672360741696,-0.1910623765132305,-0.3181930817501219,0.0761615302380961,-0.0962172825459894
B_0_026,B,0,0,-0.8484228977700301,-0.3342401035048611,-1.0500071190586109,-1.749668839570532,-0.1800938506237214,1.0050550214794007,0.4321873448953344
