roi_id,wafer,z_true,direct_label,p_normal,p_surface,p_subsurface
C_2_005,C,2,2,0.1353,0.2133,0.6514
C_2_006,C,2,2,0.2414,0.0364,0.7223
C_2_007,C,2,2,0.002,0.072,0.926
C_2_008,C,2,2,0.2053,0.1533,0.6414
C_2_009,C,2,0,0.4955,0.5021,0.0024
C_2_010,C,2,2,0.0111,0.1178,0.8711
C_2_011,C,2,2,0.0845,0.0397,0.8758
C_2_012,C,2,1,0.1798,0.5195,0.3007
C_2_013,C,2,2,0.3174,0.2005,0.4821
C_2_014,C,2,0,0.6535,0.1134,0.2331
C_2_015,C,2,0,0.5505,0.3238,0.1257
C_2_016,C,2,2,0.073,0.1085,0.8185
C_2_017,C,2,1,0.1116,0.521,0.3674
C_2_018,C,2,2,0.2564,0.0067,0.7369
C_2_019,C,2,2,0.0499,0.0232,0.9269
C_2_020,C,2,1,0.0798,0.6077,0.3124
C_2_021,C,2,2,0.0832,0.2959,0.6208
C_2_022,C,2,1,0.1721,0.5581,0.2698
C_2_023,C,2,1,0.0582,0.6569,0.2849
C_2_024,C,2,2,0.0155,0.4262,0.5584
C_2_025,C,2,2,0.0666,0.0205,0.9129
C_2_026,C,2,1,0.0941,0.4173,0.4886
C_2_027,C,2,2,0.0483,0.0526,0.8991
C_2_028,C,2,0,0.4345,0.5591,0.0064
C_2_029,C,2,2,0.3226,0.0057,0.6717
C_2_030,C,2,2,0.1468,0.0279,0.8252
C_2_031,C,2,1,0.1345,0.4933,0.3721
C_2_032,C,2,2,0.0142,0.2616,0.7242
C_2_033,C,2,1,0.0858,0.7225,0.1916
C_2_034,C,2,2,0.2434,0.1396,0.6171
C_2_035,C,2,2,0.0379,0.0059,0.9562
C_2_036,C,2,2,0.1934,0.195,0.6116
C_2_037,C,2,1,0.2089,0.4559,0.3352
C_2_038,C,2,2,0.1226,0.1963,0.6811
C_2_039,C,2,2,0.2003,0.2481,0.5516
C_2_040,C,2,2,0.3719,0.138,0.4901
C_2_041,C,2,2,0.0458,0.0626,0.8916
C_2_042,C,2,2,0.0935,0.072,0.8345
C_1_000,C,1,1,0.2951,0.624,0.0809
C_1_001,C,1,1,0.0764,0.6959,0.2276
C_1_002,C,1,1,0.4584,0.5059,0.0356
C_1_003,C,1,1,0.1637,0.5542,0.2821
C_1_004,C,1,1,0.0993,0.8194,0.0813
C_1_005,C,1,0,0.638,0.3424,0.0196
C_1_006,C,1,1,0.0264,0.9492,0.0245
C_1_007,C,1,1,0.1652,0.8155,0.0193
C_1_008,C,1,1,0.0388,0.914,0.0472
C_1_009,C,1,1,0.4576,0.5238,0.0187
C_1_010,C,1,1,0.0182,0.8653,0.1164
C_1_011,C,1,1,0.0223,0.7635,0.2142
C_1_012,C,1,1,0.1129,0.8839,0.0032
C_1_013,C,1,1,0.3602,0.5759,0.0639
C_1_014,C,1,1,0.4726,0.4836,0.0437
C_1_015,C,1,1,0.314,0.5984,0.0875
C_1_016,C,1,1,0.0716,0.9034,0.0251
C_1_017,C,1,1,0.1906,0.5681,0.2412
C_1_018,C,1,1,0.2685,0.601,0.1305
C_1_019,C,1,2,0.0242,0.2084,0.7674
C_1_020,C,1,2,0.0594,0.4206,0.5199
C_1_021,C,1,1,0.1304,0.8396,0.03
C_1_022,C,1,1,0.3555,0.6147,0.0298
C_1_023,C,1,1,0.0579,0.9361,0.006
C_1_024,C,1,2,0.162,0.4045,0.4335
C_1_025,C,1,1,0.0597,0.7192,0.2211
C_1_026,C,1,2,0.1227,0.1994,0.6779
C_1_027,C,1,1,0.0181,0.8434,0.1385
C_1_028,C,1,1,0.0618,0.5133,0.4249
C_1_029,C,1,1,0.1946,0.6915,0.1139
C_1_030,C,1,2,0.0807,0.337,0.5823
C_1_031,C,1,1,0.0762,0.724,0.1999
C_1_032,C,1,1,0.1002,0.5956,0.3042
C_1_033,C,1,1,0.171,0.7023,0.1267
C_1_034,C,1,1,0.0992,0.8905,0.0103
C_1_035,C,1,2,0.0468,0.2659,0.6873
C_1_036,C,1,2,0.1856,0.3673,0.4471
C_1_037,C,1,1,0.0598,0.9339,0.0064
C_1_038,C,1,1,0.1067,0.8193,0.074
C_1_039,C,1,1,0.0938,0.5476,0.3587
C_1_040,C,1,1,0.235,0.6385,0.1265
C_1_041,C,1,2,0.0996,0.1991,0.7013
C_1_042,C,1,2,0.0379,0.1939,0.7682
C_1_043,C,1,2,0.1505,0.4439,0.4056
C_1_044,C,1,1,0.0626,0.9223,0.0151
C_1_045,C,1,1,0.0325,0.8057,0.1618
C_1_046,C,1,2,0.1141,0.4334,0.4526
C_1_047,C,1,1,0.0877,0.8348,0.0775
C_1_048,C,1,1,0.1437,0.8549,0.0014
C_1_049,C,1,1,0.1123,0.6731,0.2146
C_1_050,C,1,1,0.1503,0.4966,0.3531
C_1_051,C,1,1,0.0371,0.9039,0.059
C_1_052,C,1,1,0.2292,0.6732,0.0976
C_1_053,C,1,1,0.0203,0.9323,0.0473
C_1_054,C,1,1,0.2101,0.7896,0.0004
C_1_055,C,1,2,0.096,0.4891,0.4149
C_1_056,C,1,1,0.3327,0.646,0.0212
C_1_057,C,1,1,0.0058,0.6408,0.3533
C_1_058,C,1,2,0.1917,0.4,0.4083
C_1_059,C,1,2,0.1386,0.2102,0.6512
C_1_060,C,1,0,0.631,0.0797,0.2893
C_1_061,C,1,2,0.0184,0.0848,0.8968
C_1_062,C,1,2,0.1456,0.3001,0.5543
C_1_063,C,1,2,0.0545,0.1267,0.8188
C_1_064,C,1,1,0.0319,0.7172,0.2509
C_1_065,C,1,1,0.2625,0.5008,0.2367
C_1_066,C,1,1,0.0022,0.8522,0.1457
C_1_067,C,1,1,0.0668,0.5217,0.4115
C_1_068,C,1,1,0.0218,0.8965,0.0817
C_1_069,C,1,2,0.0178,0.1441,0.8381
C_1_070,C,1,1,0.0515,0.8107,0.1378
C_1_071,C,1,2,0.039,0.105,0.8559
C_1_072,C,1,2,0.0592,0.2141,0.7267
C_1_073,C,1,1,0.0983,0.8586,0.0431
C_1_074,C,1,2,0.0182,0.1429,0.8389
C_1_075,C,1,1,0.0485,0.8129,0.1385
C_1_076,C,1,1,0.0684,0.911,0.0205
C_1_077,C,1,1,0.1463,0.7657,0.0881
C_1_078,C,1,0,0.5835,0.3956,0.0208
C_1_079,C,1,0,0.4533,0.0416,0.5051
C_1_080,C,1,0,0.448,0.3321,0.2199
C_1_081,C,1,1,0.1466,0.8385,0.0149
C_0_000,C,0,0,0.6958,0.2316,0.0726
C_0_001,C,0,0,0.799,0.1588,0.0422
C_0_002,C,0,0,0.8153,0.0792,0.1055
C_0_003,C,0,0,0.7734,0.1778,0.0488
C_0_004,C,0,1,0.125,0.4302,0.4447
C_0_005,C,0,2,0.0175,0.1045,0.8781
C_0_006,C,0,0,0.868,0.1239,0.0081
C_0_007,C,0,0,0.6853,0.0932,0.2215
C_0_008,C,0,0,0.9303,0.0591,0.0106
C_0_009,C,0,0,0.8273,0.1079,0.0648
C_0_010,C,0,0,0.8253,0.036,0.1386
C_0_011,C,0,0,0.7917,0.1106,0.0977
C_0_012,C,0,0,0.8228,0.1702,0.0069
C_0_013,C,0,0,0.8338,0.0411,0.1252
C_0_014,C,0,0,0.852,0.0824,0.0656
C_0_015,C,0,0,0.9622,0.0114,0.0264
C_0_016,C,0,0,0.7014,0.2461,0.0525
C_0_017,C,0,0,0.7706,0.2121,0.0173
C_0_018,C,0,0,0.6654,0.1719,0.1627
C_0_019,C,0,0,0.6913,0.1122,0.1965
C_0_020,C,0,0,0.7991,0.0483,0.1525
C_0_021,C,0,0,0.8197,0.1719,0.0085
C_0_022,C,0,1,0.0333,0.7067,0.26
C_0_023,C,0,0,0.781,0.2176,0.0014
C_0_024,C,0,0,0.6897,0.2953,0.015
C_0_025,C,0,0,0.8754,0.0477,0.0769
C_0_026,C,0,0,0.8452,0.1167,0.0381
C_0_027,C,0,0,0.6848,0.1828,0.1324
C_0_028,C,0,0,0.8263,0.0587,0.115
C_0_029,C,0,0,0.9154,0.0374,0.0471
C_0_030,C,0,0,0.9461,0.0149,0.039
C_0_031,C,0,0,0.8946,0.012,0.0935
C_0_032,C,0,0,0.7303,0.2283,0.0414
C_0_033,C,0,0,0.6696,0.2969,0.0335
C_0_034,C,0,0,0.859,0.1174,0.0236
C_0_035,C,0,0,0.7179,0.1508,0.1313
C_0_036,C,0,0,0.7863,0.0511,0.1627
C_0_037,C,0,0,0.6789,0.312,0.009
C_0_038,C,0,0,0.9303,0.068,0.0017
C_0_039,C,0,0,0.8706,0.0703,0.0591
C_0_040,C,0,0,0.9421,0.0537,0.0043
C_0_041,C,0,0,0.7918,0.0247,0.1835
C_0_042,C,0,0,0.8163,0.1247,0.059
C_0_043,C,0,0,0.8049,0.188,0.0071
C_0_044,C,0,0,0.8225,0.1151,0.0623
C_0_045,C,0,0,0.8701,0.0628,0.0671
C_0_046,C,0,0,0.8841,0.024,0.0919
C_0_047,C,0,0,0.6807,0.1424,0.1769
C_0_048,C,0,0,0.7457,0.0257,0.2286
C_0_049,C,0,0,0.7502,0.2262,0.0236
D_2_000,D,2,2,0.1889548417173631,0.1722643865428365,0.6387807717398004
D_2_001,D,2,0,0.5357201395163698,0.2113534509167376,0.2529264095668926
D_2_002,D,2,2,0.1798580238022057,0.0978672475508909,0.7222747286469033
D_2_003,D,2,0,0.7530723996322104,0.0768091141093032,0.1701184862584863
D_2_004,D,2,2,0.1897040393670563,0.1688802965788737,0.6414156640540699
D_2_005,D,2,2,0.278790309982137,0.12058867500009,0.600621015017773
D_2_006,D,2,2,0.043098192963649,0.0857658460371432,0.8711359609992078
D_2_007,D,2,2,0.0710568378043249,0.0531278145323451,0.8758153476633299
D_2_008,D,2,1,0.0604526041630546,0.5195456271831581,0.4200017686537872
D_2_009,D,2,2,0.2823231622445756,0.2355605395098616,0.4821162982455627
D_2_010,D,2,2,0.0861036328380907,0.1137164154056066,0.8001799517563026
D_2_011,D,2,2,0.1940609483208246,0.1358862302723286,0.6700528214068467
D_2_012,D,2,2,0.0836617695110267,0.0978392334940807,0.8184989969948926
D_2_013,D,2,0,0.5209717884773968,0.2503908095001245,0.2286374020224786
D_2_014,D,2,2,0.1815015880985333,0.081610818789305,0.7368875931121617
D_2_015,D,2,2,0.0418990326102428,0.0311864233836835,0.9269145440060736
D_2_016,D,2,2,0.1447584870925234,0.1128488060013992,0.7423927069060774
D_2_017,D,2,1,0.0810225946392056,0.5115054225196566,0.4074719828411378
D_2_018,D,2,2,0.1006161570038275,0.2196581324932237,0.6797257105029487
D_2_019,D,2,0,0.6569040394515133,0.208269173415572,0.1348267871329146
D_2_020,D,2,2,0.1386859437243568,0.3029627523447331,0.55835130393091
D_2_021,D,2,0,0.7427307937945092,0.1559146959546495,0.1013545102508412
D_2_022,D,2,1,0.1972493556756663,0.4173295122222871,0.3854211321020466
D_2_023,D,2,1,0.0653451207484987,0.7318045690968544,0.2028503101546468
D_2_024,D,2,0,0.4345187456985115,0.3932798688694423,0.1722013854320461
D_2_025,D,2,2,0.2275144607961802,0.1007775618261073,0.6717079773777124
D_2_026,D,2,2,0.1111547378197371,0.0636073651791302,0.8252378970011326
D_2_027,D,2,1,0.1188177173796295,0.4933499014129039,0.3878323812074665
D_2_028,D,2,2,0.0884254746020786,0.1873565499741361,0.7242179754237853
D_2_029,D,2,2,0.0473764099976318,0.0652052879239274,0.8874183020784406
D_2_030,D,2,2,0.2122258743091399,0.1707168843700835,0.6170572413207766
D_2_031,D,2,1,0.0801889838518247,0.7769808757211925,0.1428301404269828
D_2_032,D,2,1,0.1236559911808928,0.5041854462812019,0.3721585625379053
D_2_033,D,2,1,0.0631890952455604,0.4558788081208861,0.4809320966335533
D_2_034,D,2,1,0.0949183617101403,0.5591963958722809,0.3458852424175788
D_2_035,D,2,2,0.214620865765421,0.2337643939424076,0.5516147402921713
D_2_036,D,2,1,0.1887299376830883,0.4079794371142404,0.4032906252026711
D_2_037,D,2,0,0.725840538107724,0.1285609879252851,0.1455984739669908
D_2_038,D,2,2,0.0870739031997478,0.0784673239858169,0.8344587728144353
D_2_039,D,2,0,0.51396342970325,0.2983897076101968,0.1876468626865531
D_2_040,D,2,1,0.0752673210418637,0.5709539103695944,0.3537787685885418
D_2_041,D,2,2,0.3315864329418282,0.1624779420914683,0.5059356249667034
D_2_042,D,2,2,0.1992162740110688,0.2466052154747204,0.5541785105142107
D_2_043,D,2,1,0.0877607078462892,0.6687020557184138,0.243537236435297
D_2_044,D,2,2,0.1488092630638275,0.0705471805596337,0.7806435563765387
D_2_045,D,2,2,0.0257984684638399,0.025050377508268,0.949151154027892
D_2_046,D,2,2,0.1214014770927847,0.0630553096691308,0.8155432132380844
D_2_047,D,2,2,0.0413303352933366,0.0447128631262353,0.913956801580428
D_2_048,D,2,0,0.4346530013205316,0.386884844351564,0.1784621543279043
D_2_049,D,2,2,0.0476846318710461,0.0869706302909126,0.8653447378380412
D_2_050,D,2,2,0.0798635222225876,0.1566163915528848,0.7635200862245275
D_2_051,D,2,2,0.0799748581329675,0.0361131915409803,0.8839119503260521
D_2_052,D,2,2,0.2712925337047827,0.152778962176023,0.5759285041191943
D_2_053,D,2,1,0.2236827101206967,0.4028762103405641,0.3734410795387392
D_2_054,D,2,1,0.1693932483892289,0.4937544963439992,0.3368522552667717
D_2_055,D,2,1,0.085318599053505,0.7351766721966161,0.1795047287498788
D_2_056,D,2,2,0.2058190045222863,0.2260550205640149,0.5681259749136987
D_2_057,D,2,2,0.227095347926483,0.1719173636614843,0.6009872884120326
D_2_058,D,2,2,0.038824622606615,0.0170730904578245,0.9441022869355604
D_2_059,D,2,2,0.246274196637911,0.1222538598167353,0.6314719435453536
D_2_060,D,2,2,0.1003071185105362,0.0601348794562944,0.8395580020331693
D_2_061,D,2,0,0.506621933758061,0.3300933015399722,0.1632847647019668
D_1_000,D,1,0,0.7610831664578868,0.1583281938594597,0.0805886396826535
D_1_001,D,1,1,0.2159622832704492,0.5222774451644268,0.261760271565124
D_1_002,D,1,1,0.108099379968177,0.7192035011751395,0.1726971188566834
D_1_003,D,1,1,0.0549976421567411,0.8309847212650088,0.1140176365782501
D_1_004,D,1,1,0.0542280740165244,0.8433862750938186,0.1023856508896569
D_1_005,D,1,2,0.0792004213122726,0.4944142943462079,0.4263852843415194
D_1_006,D,1,2,0.1251227273784831,0.3074460089284268,0.56743126369309
D_1_007,D,1,1,0.1668464705971161,0.7102191816625092,0.1229343477403746
D_1_008,D,1,2,0.0743607802614307,0.3325090203852422,0.593130199353327
D_1_009,D,1,1,0.1613776298563775,0.5956267899530009,0.2429955801906215
D_1_010,D,1,1,0.1577240598305886,0.7022707952430525,0.1400051449263588
D_1_011,D,1,1,0.0725041945803449,0.8905257186980182,0.0369700867216368
D_1_012,D,1,1,0.0995717027825116,0.8428652472890155,0.0575630499284728
D_1_013,D,1,1,0.1776013444699819,0.5394753165196564,0.2829233390103616
D_1_014,D,1,1,0.0437643670929374,0.9338502020056698,0.0223854309013927
D_1_015,D,1,1,0.0968761834453967,0.8192961909197097,0.0838276256348935
D_1_016,D,1,1,0.17322974516082,0.5475790477432412,0.2791912070959387
D_1_017,D,1,1,0.2024591471706572,0.6385052968099243,0.1590355560194184
D_1_018,D,1,1,0.054218725502495,0.860540702549852,0.0852405719476528
D_1_019,D,1,2,0.0780242135828633,0.1537482695241099,0.7682275168930267
D_1_020,D,1,1,0.2543097197199172,0.4870156105205845,0.2586746697594982
D_1_021,D,1,1,0.0483314611360399,0.922300692892604,0.0293678459713561
D_1_022,D,1,1,0.0713037278335339,0.8056926686395122,0.1230036035269539
D_1_023,D,1,1,0.2519709078261514,0.5463902945418806,0.201638797631968
D_1_024,D,1,1,0.0846421889855038,0.8348039652055284,0.0805538458089677
D_1_025,D,1,1,0.1010008126313034,0.8549384015231034,0.0440607858455931
D_1_026,D,1,1,0.142975898013072,0.6731266652158681,0.1838974367710599
D_1_027,D,1,1,0.2111256783870399,0.496635651296638,0.2922386703163219
D_1_028,D,1,1,0.0436589033864949,0.9039437660637042,0.0523973305498008
D_1_029,D,1,2,0.1387687674644982,0.3083046873013196,0.552926545234182
D_1_030,D,1,2,0.0460033838048926,0.1958911303683401,0.7581054858267672
D_1_031,D,1,1,0.1471559429713106,0.7895569358953716,0.0632871211333178
D_1_032,D,1,1,0.3080558553279302,0.4987992039994312,0.1931449406726386
D_1_033,D,1,2,0.1789956308998635,0.2895576808439134,0.531446688256223
D_1_034,D,1,1,0.1100828122502125,0.6408286359262125,0.2490885518235749
D_1_035,D,1,1,0.2044544700038728,0.4905443692171083,0.3050011607790189
D_1_036,D,1,0,0.8859278997755671,0.0346239417870206,0.0794481584374123
D_1_037,D,1,1,0.0881546904492642,0.7718291656744674,0.1400161438762683
D_1_038,D,1,1,0.0967266742255679,0.8374896597351519,0.0657836660392801
D_1_039,D,1,1,0.1292754126201826,0.6749589132940014,0.1957656740858159
D_1_040,D,1,1,0.1947092827630439,0.5495924596817267,0.2556982575552293
D_1_041,D,1,1,0.097611679887983,0.7171655894861597,0.1852227306258572
D_1_042,D,1,1,0.2547868867994507,0.5007541132688719,0.2444589999316774
D_1_043,D,1,1,0.0452130969023882,0.8521684795663643,0.1026184235312474
D_1_044,D,1,2,0.0804437321060217,0.4865413080248743,0.4330149598691039
D_1_045,D,1,2,0.0441163169103,0.2261695543979389,0.729714128691761
D_1_046,D,1,2,0.1906247306193823,0.2979760206076741,0.5113992487729436
D_1_047,D,1,1,0.0773856652211603,0.8107036684775855,0.1119106663012541
D_1_048,D,1,1,0.1479842945173292,0.6865456552472887,0.165470050235382
D_1_049,D,1,2,0.0774590544586,0.1957914230139685,0.7267495225274314
D_1_050,D,1,2,0.0926673261913278,0.2076069175844261,0.699725756224246
D_1_051,D,1,1,0.2569861746702034,0.6234724767262546,0.119541348603542
D_1_052,D,1,1,0.075545999224661,0.8129080748137205,0.1115459259616184
D_1_053,D,1,2,0.027542159146312,0.0557177047506121,0.9167401361030758
D_1_054,D,1,1,0.1288102603447822,0.7656561496202597,0.1055335900349579
D_1_055,D,1,1,0.1959437776588311,0.7118491178299842,0.0922071045111847
D_1_056,D,1,2,0.0671606849209396,0.4795776389318931,0.4532616761471672
D_1_057,D,1,1,0.2483917046818805,0.5405853378895163,0.211022957428603
D_1_058,D,1,1,0.1070754794840177,0.8385264629768411,0.0543980575391411
D_1_059,D,1,1,0.2808439947213666,0.5354034561997857,0.1837525490788477
D_1_060,D,1,1,0.1877727111148197,0.6951858455784641,0.1170414433067161
D_1_061,D,1,1,0.1318056319018807,0.7204497665487044,0.1477446015494148
D_1_062,D,1,2,0.1546318930594567,0.3064212544772673,0.5389468524632759
D_1_063,D,1,1,0.1868276214243333,0.5182093642399402,0.2949630143357264
D_1_064,D,1,1,0.0828151216628381,0.7682452534181217,0.1489396249190401
D_1_065,D,1,1,0.1336845250118262,0.8020803979236315,0.0642350770645422
D_1_066,D,1,1,0.2012048530262773,0.5192204251071173,0.2795747218666053
D_1_067,D,1,1,0.0648697861105766,0.8984821342363496,0.0366480796530737
D_1_068,D,1,2,0.1135309050665195,0.2814085877468408,0.6050605071866396
D_1_069,D,1,1,0.1009731410293893,0.736005164632646,0.1630216943379646
D_1_070,D,1,1,0.1620011744627698,0.683865311940631,0.1541335135965991
D_1_071,D,1,1,0.1833168666075321,0.7321458187530792,0.0845373146393887
D_1_072,D,1,1,0.1000691314637923,0.749066913525247,0.1508639550109606
D_1_073,D,1,1,0.1164500904311711,0.7772138617466557,0.1063360478221731
D_1_074,D,1,1,0.0219257844518243,0.9478971725621814,0.0301770429859942
D_1_075,D,1,2,0.0634150449474048,0.1192117456399662,0.8173732094126289
D_1_076,D,1,1,0.2335697317239866,0.6512654964582831,0.1151647718177302
D_1_077,D,1,2,0.1507675970341409,0.4425833810894952,0.4066490218763638
D_1_078,D,1,1,0.210039295815414,0.5284154758438391,0.2615452283407469
D_1_079,D,1,1,0.1206959812320006,0.6954152009261768,0.1838888178418225
D_1_080,D,1,1,0.185830187086268,0.7272184657668365,0.0869513471468954
D_1_081,D,1,2,0.0393321665758892,0.253962969141306,0.7067048642828047
D_1_082,D,1,2,0.1798299037219203,0.2718704207220691,0.5482996755560106
D_1_083,D,1,1,0.3226483570515104,0.525939368249873,0.1514122746986165
D_1_084,D,1,1,0.0844964252313905,0.8134891316713067,0.1020144430973027
D_1_085,D,1,2,0.1216266758662447,0.2513093592339556,0.6270639648997997
D_1_086,D,1,1,0.2561993794973907,0.518389211366482,0.2254114091361273
D_1_087,D,1,1,0.1142399467537366,0.7374491330790767,0.1483109201671866
D_1_088,D,1,1,0.0593836034093996,0.8755059676603255,0.0651104289302748
D_1_089,D,1,1,0.0316436843834601,0.9229257572728184,0.0454305583437214
D_1_090,D,1,1,0.054162342424793,0.8431987680908579,0.102638889484349
D_1_091,D,1,2,0.1818607833947956,0.3319140390422753,0.486225177562929
D_1_092,D,1,2,0.2173864718001244,0.3708380897296559,0.4117754384702197
D_0_000,D,0,0,0.8589538394915085,0.0892780034722331,0.0517681570362583
D_0_001,D,0,0,0.7178631382380488,0.1449739789229048,0.1371628828390463
D_0_002,D,0,0,0.7862555833690774,0.084558821446495,0.1291855951844275
D_0_003,D,0,0,0.6789322166151754,0.2211276641917712,0.0999401191930533
D_0_004,D,0,0,0.930319844951107,0.0480943935878863,0.0215857614610067
D_0_005,D,0,0,0.8705572655457277,0.0669611661032465,0.0624815683510258
D_0_006,D,0,0,0.9420671609085416,0.0388486807712545,0.0190841583202038
D_0_007,D,0,0,0.791840214212283,0.0723150139316111,0.1358447718561058
D_0_008,D,0,0,0.8163046905579927,0.1050027008977781,0.0786926085442291
D_0_009,D,0,0,0.8048877966432214,0.1337486335790182,0.0613635697777604
D_0_010,D,0,0,0.8225317126398508,0.099294718102929,0.0781735692572201
D_0_011,D,0,0,0.8700892789323258,0.0640864080434724,0.0658243130242017
D_0_012,D,0,0,0.8840684181017268,0.0443813957084183,0.0715501861898548
D_0_013,D,0,0,0.6806740622817061,0.1527595311755537,0.1665664065427401
D_0_014,D,0,0,0.7456729196843648,0.086576982357476,0.1677500979581591
D_0_015,D,0,0,0.7501903739700658,0.1654209223073184,0.0843887037226157
D_0_016,D,0,0,0.6808508125561018,0.1640248920371525,0.1551242954067456
D_0_017,D,0,1,0.1594170423987588,0.73200207111109,0.1085808864901512
D_0_018,D,0,0,0.8231327309677098,0.08825992109338,0.0886073479389101
D_0_019,D,0,0,0.8459021615913309,0.0940956192304683,0.0600022191782007
D_0_020,D,0,0,0.7874319361928284,0.1311542382280622,0.0814138255791093
D_0_021,D,0,0,0.810027684591421,0.0820919193401546,0.1078803960684243
D_0_022,D,0,0,0.7069139958791449,0.1437653511336724,0.1493206529871826
D_0_023,D,0,0,0.6778354225684099,0.1376793609837683,0.1844852164478218
D_0_024,D,0,0,0.6960010098751628,0.0977129915648331,0.206285998560004
D_0_025,D,0,1,0.1869787896937008,0.5887651102324754,0.2242561000738238
D_0_026,D,0,0,0.7561604740750497,0.1239491930745419,0.1198903328504083
D_0_027,D,0,1,0.1248106910386428,0.6464652580139133,0.2287240509474438
D_0_028,D,0,0,0.7005669635529472,0.1255884205000352,0.1738446159470175
D_0_029,D,0,0,0.8663582255514275,0.0896566390023152,0.0439851354462572
D_0_030,D,0,0,0.9279546372617636,0.0502473019278144,0.021798060810422
D_0_031,D,0,0,0.7373543558609097,0.0913297033562929,0.1713159407827973
D_0_032,D,0,0,0.705333744386409,0.0997356614101017,0.1949305942034893
D_0_033,D,0,0,0.8542788707956239,0.0909353030126629,0.0547858261917131
D_0_034,D,0,0,0.9083659159622136,0.0437459528629939,0.0478881311747925
D_0_035,D,0,0,0.8930920999277474,0.0436734538555906,0.0632344462166619
D_0_036,D,0,0,0.9389606644137862,0.033738648993916,0.0273006865922977
D_0_037,D,0,0,0.8822574863666015,0.0570998506484042,0.0606426629849942
D_0_038,D,0,0,0.8126964403283892,0.0882854380479922,0.0990181216236186
D_0_039,D,0,0,0.6865326172730855,0.1795749524543954,0.1338924302725191
D_0_040,D,0,0,0.7259047707708259,0.1634512101246868,0.1106440191044872
D_0_041,D,0,0,0.8803941534087246,0.0694873152317358,0.0501185313595395
D_0_042,D,0,0,0.7430573116407013,0.1248091555345598,0.1321335328247389
D_0_043,D,0,0,0.7206354598596039,0.1893709571157738,0.0899935830246223
D_0_044,D,0,0,0.7877424753871191,0.102056013081241,0.1102015115316398
D_0_045,D,0,0,0.9467720493122492,0.0340213227182689,0.0192066279694819
D_0_046,D,0,0,0.9573393989846368,0.0232690561226356,0.0193915448927274
D_0_047,D,0,0,0.8679371530264129,0.0578808506661686,0.0741819963074183
D_0_048,D,0,0,0.7387266465921162,0.1806994064170708,0.0805739469908129
D_0_049,D,0,0,0.8538498100746528,0.05366381823834,0.0924863716870071
E_2_000,E,2,2,0.1775150253875946,0.2421162098273091,0.5803687647850962
E_2_001,E,2,2,0.0780594777571629,0.074734875605058,0.8472056466377791
E_2_002,E,2,1,0.0875190241228019,0.4299979124452701,0.4824830634319278
E_2_003,E,2,2,0.1356751701272127,0.0899772424844463,0.774347587388341
E_2_004,E,2,2,0.2495136637581359,0.1471128127155289,0.6033735235263351
E_2_005,E,2,2,0.225432894803091,0.170362139357035,0.6042049658398739
E_2_006,E,2,1,0.0849095927493281,0.7529545385891687,0.1621358686615031
E_2_007,E,2,2,0.0548515250629411,0.0928676338246853,0.8522808411123735
E_2_008,E,2,2,0.0984898935559822,0.0630576066547338,0.8384524997892839
E_2_009,E,2,2,0.0784863996114241,0.1196563051936064,0.8018572951949694
E_2_010,E,2,2,0.123989123564011,0.1498777764879671,0.7261330999480218
E_2_011,E,2,2,0.1211043733191053,0.1074525259959314,0.7714431006849632
E_2_012,E,2,2,0.2889235071835877,0.185787752584512,0.5252887402319003
E_2_013,E,2,1,0.1308295426587861,0.6434726997406062,0.2256977576006076
E_2_014,E,2,2,0.1143138528076554,0.0770793848579041,0.8086067623344404
E_2_015,E,2,1,0.0952008926794908,0.4577794513103229,0.4470196560101862
E_2_016,E,2,0,0.5925545897751892,0.2436903666243488,0.1637550436004619
E_2_017,E,2,2,0.1666276125280565,0.1430062396293361,0.6903661478426073
E_2_018,E,2,2,0.1464242158267145,0.2549031983273831,0.5986725858459023
E_2_019,E,2,0,0.6347320170391832,0.1126537846896101,0.2526141982712066
E_2_020,E,2,2,0.1133257449112682,0.1947313238930887,0.6919429311956431
E_2_021,E,2,2,0.2271572283067216,0.1577215834832129,0.6151211882100655
E_2_022,E,2,1,0.1827582908603146,0.4538384439337733,0.363403265205912
E_2_023,E,2,2,0.114596154903862,0.0526237555836,0.8327800895125379
E_2_024,E,2,2,0.1677815058329759,0.307137453434925,0.525081040732099
E_2_025,E,2,2,0.0517017764949615,0.120294240890442,0.8280039826145964
E_2_026,E,2,2,0.0411062530250077,0.0219288185658252,0.936964928409167
E_2_027,E,2,2,0.2130317652127606,0.1501026573828747,0.6368655774043647
E_2_028,E,2,1,0.0613515734501304,0.4737881939524467,0.4648602325974228
E_2_029,E,2,2,0.2774320175582311,0.1221989869240833,0.6003689955176855
E_2_030,E,2,2,0.1714278226329502,0.2540440594403814,0.5745281179266684
E_2_031,E,2,2,0.1352099175101925,0.297153091122987,0.5676369913668204
E_2_032,E,2,0,0.655311060345493,0.1186126988167146,0.2260762408377923
E_2_033,E,2,1,0.1405770375540068,0.4210822407246754,0.4383407217213177
E_2_034,E,2,2,0.2088627465555718,0.2128764814151028,0.5782607720293254
E_2_035,E,2,2,0.105044045811309,0.2321187106799159,0.662837243508775
E_2_036,E,2,2,0.09030880069394,0.0800098363779904,0.8296813629280695
E_2_037,E,2,1,0.1320095396505602,0.5101256740363181,0.3578647863131217
